,age_death_rate,collaboration_bonus,max_age,mean_intelligence,mean_proactive_aggression,mean_reactive_aggression,mean_speed,mean_strength,murder_rate,starvation_rate
1,0.8236689225641528,0.1,56.0,0.4425695218240044,0.4871424309736959,0.4947370185002262,0.0420438410466519,0.4718151689381492,0.0766813022817468,0.072768430166118
2,0.755859823169543,0.1,103.0,0.4574153435494045,0.4720453383508456,0.5180778914842131,0.070821280024028,0.4814079898442495,0.1142072579818463,0.1205130405462819
3,0.651866014741624,0.1,141.0,0.4566140737212311,0.4800567907765001,0.5199319004169396,0.1025882282554794,0.4806806475477606,0.1588281421488766,0.1776497068486405
5,0.6380256116507318,0.1,145.0,0.4559414506991076,0.4818908619902027,0.5193316036897304,0.1064378699753877,0.4802098728552215,0.1644004986054,0.1848042738932093
8,0.4305890655663391,0.1,201.0,0.4465426937623104,0.5075966126046596,0.5109223758152588,0.1748359902472279,0.4736230956815907,0.2592186808893502,0.3080982191244714
9,0.5508548027825009,0.1,169.0,0.4519091710914845,0.4929038109919426,0.5157287116531919,0.1322934158461744,0.4773859918112728,0.2011587254854879,0.2324015598177996
10,0.7200272041374397,0.1,120.0,0.4601478847788539,0.470437876173743,0.5230824739795366,0.0843420869253462,0.4831527581608056,0.1320558798527189,0.1436231871293567
12,0.5170234358294767,0.1,178.0,0.4503986636445044,0.4970360180964553,0.5143771853331854,0.1432846322966115,0.4763273992772208,0.2164412280180555,0.2523154854403284
13,0.803634172343465,0.1,72.0,0.4478432493496143,0.4826405701560519,0.5027287120407833,0.0505966703375861,0.4751497204097004,0.0876657605388827,0.0867639596285405
15,0.2861364575911934,0.1,281.0,0.4432770734967846,0.5191128303163262,0.4794468367117465,0.1939224003087063,0.4380344525882283,0.3758628670985771,0.3693807750055194
18,0.5768624846452186,0.1,162.0,0.4530846245208878,0.4896905133899597,0.5167797407665531,0.1242460397287273,0.478209482520784,0.1898408983352615,0.2176884430575275
19,0.4231949206224008,0.1,203.0,0.4462076890028434,0.5085147403805519,0.5106219035251244,0.1778232616105252,0.4733880096720934,0.2631871066699876,0.3132616726306651
25,0.3099165118283417,0.1,255.0,0.4412168885877514,0.5224900297143856,0.4882768252882448,0.1993177757276343,0.4503469012625639,0.344144207407811,0.3672471850747516
28,0.5545906945701025,0.1,168.0,0.4520770604757475,0.4924447263850519,0.5158788674055657,0.131117320135983,0.4775036259196798,0.1995114939390784,0.2302579153672164
30,0.380311347576387,0.1,216.0,0.4438150513013099,0.5156964750469812,0.5072344925349892,0.195675407093894,0.4708046787755974,0.2871668440241431,0.3435397371016555
31,0.2961206801321755,0.1,269.0,0.4427056846002245,0.5201574928825646,0.4834347394444547,0.1966136895882847,0.4432566864828076,0.3629182255655705,0.3689901160387561
32,0.7830452467419438,0.1,86.0,0.4521724503021936,0.477882819651196,0.5096649780916258,0.0589631997634333,0.477978472880322,0.0988669332348503,0.1008017169302725
34,0.4342979950545014,0.1,200.0,0.4467102143696264,0.5071375291133892,0.5110726090142137,0.1733572496554145,0.4737406430784335,0.2572491166586687,0.3055342754060381
35,0.5433661949775792,0.1,171.0,0.4515734251947646,0.4938220153339306,0.5154283916557596,0.1346724321739328,0.4771507311329532,0.2044836572011254,0.2367304520163225
39,0.8163505535974576,0.1,62.0,0.4445457178968535,0.4854539493972262,0.4977338077641488,0.0450758120096844,0.4730653470865995,0.0806442255718223,0.0777547278429898
40,0.7950574005636414,0.1,78.0,0.4497088023956788,0.480632059397885,0.5057037733137724,0.0540505331209431,0.4763652808376909,0.0923028540558946,0.0925552463071041
41,0.3069304942103704,0.1,258.0,0.4415358282750459,0.5219902794822338,0.4872390192198714,0.1987359864409947,0.448825770340109,0.3481287897857186,0.3676203799832711
42,0.7422948944755705,0.1,111.0,0.4598859274375861,0.4693008334363656,0.5220336571965369,0.0771339509024661,0.4830225063445931,0.1221194873425387,0.1308911872109809
44,0.8175864282560783,0.1,61.0,0.4442162283142031,0.4857353409781097,0.4972343257642124,0.0445563974756233,0.4728569601789442,0.0799710036165729,0.0769024818826604
45,0.7640886257104891,0.1,98.0,0.4558722838023442,0.473761523024392,0.5156043551010048,0.0671217095258423,0.4803991120050545,0.1094918963541396,0.1143933433442408
47,0.5056960241756351,0.1,181.0,0.4498953628873896,0.4984135383304874,0.513926628851699,0.1471137912359619,0.4759745818890286,0.2217184465643072,0.2591992708037763
48,0.7657111802321637,0.1,97.0,0.4555637725235572,0.4741048356707769,0.5151095521795476,0.0664036381464131,0.4801973553536937,0.1085695570777854,0.1132023546708145
49,0.3334006501952307,0.1,233.0,0.439112748772,0.5257579247206521,0.4960722102949716,0.2032841065866335,0.4615567471384529,0.3152665786434043,0.3638601478803932
55,0.4121688856154655,0.1,206.0,0.4457052735587121,0.5098918224223564,0.5101711807660996,0.1823789428343522,0.473035402812638,0.2692124817154342,0.3210941442700907
59,0.5988262031791554,0.1,156.0,0.4540925731195397,0.4869369261552511,0.517680505074057,0.1176860798455592,0.4789154261520274,0.1805333337315884,0.2056218294667688
62,0.4454673989252438,0.1,197.0,0.4472128486558827,0.5057602095129987,0.5115232965012791,0.1689803483851695,0.4740933026818469,0.2513993876698357,0.2979148027842369
68,0.3600426091895034,0.1,224.0,0.4416861498648512,0.5212730283334588,0.5019443419711138,0.1999515593742788,0.4665716252613449,0.298810423540915,0.3529143916323106
69,0.2812454514461589,0.1,287.0,0.4435514786855753,0.5186057992481253,0.477456407759248,0.1925809606766444,0.4354418438513017,0.3823472571726922,0.3695583899683765
71,0.6620821026316859,0.1,138.0,0.4571186449770903,0.4786815873288904,0.5203820852918557,0.0997824168970897,0.4810337511270593,0.1547501702961505,0.1724276012221987
72,0.8332194413981148,2.7,50.0,0.4393432812680811,0.4886764617539484,0.4913272575634417,0.0378996518771295,0.4710596753384995,0.0710853378683658,0.0661332714104865
74,0.7474388665324259,0.1,108.0,0.4589592208202979,0.4703298141650354,0.5205505421668385,0.0747084311032545,0.4824170193045496,0.1190985314936155,0.1269132065620089
81,0.5620435924994311,0.1,166.0,0.4524128719285829,0.4915265961688802,0.5161791702823433,0.1287917584394548,0.4777389016100096,0.1962474657056139,0.2260123340025902
83,0.6982155636042079,0.1,127.0,0.4589694847118199,0.473642096284321,0.5220324744494705,0.090070717758882,0.4823286236718747,0.140526264521943,0.1543178463452342
84,0.4566921569453327,0.1,194.0,0.4477155908575481,0.5043828024780872,0.5119739652543494,0.1646919381653739,0.4744459881324173,0.2456386871369962,0.2904058867837038
89,0.737810122641362,3.3,116.0,0.4597966362748209,0.4677752653100888,0.5238243355159651,0.0782318795840268,0.4845677149266214,0.1235618453883339,0.1333224010458156
90,0.58788809260367,0.1,159.0,0.4535885512582227,0.4883136311152889,0.5172301369170518,0.1209277019041188,0.4785624436331866,0.1851419201096713,0.211592211732656
91,0.291906552232075,0.1,274.0,0.4429569778647564,0.5197043167393158,0.4817698243852953,0.195496367189175,0.4410634357642241,0.3683537442086106,0.369173602258896
94,0.4529451076263069,0.1,195.0,0.4475479981950741,0.5048419465810619,0.5118237444633927,0.1661116165603727,0.4743284234652582,0.2475489856338591,0.2928964212306947
95,0.5805467737112211,0.1,161.0,0.453252589468023,0.489231534218308,0.5169298758820446,0.1231313335669878,0.4783271338247492,0.1882645035367303,0.215642384898744
96,0.6787743541880802,0.1,133.0,0.4579597921230061,0.4763903097153002,0.5211323195043236,0.0952575543513456,0.4816222990217302,0.148144106792083,0.16399530469636
99,0.8307561179688224,0.1,50.0,0.4405951423576924,0.4888312060475722,0.491740607354484,0.0392074385276632,0.470565344223938,0.0728976788352498,0.0680782921741156
